ベントロ,マルチロ,ブルゲー,デコピン,ピーカー,スクリーン,ピンポイ,スレチッ,ニタリン,ハッキン,パープル,ワンシー,ブカメラ,ザーシッ,フラワー,ジャンキー,コントロ,クラスタ,スカウン,エンジン,スーパー,ドーピン,ヘラザー,チンワー,ウンタプ,ワクチン,コンピュー,ワイトボ,タックル,テクノロ,ガラクタ,シーフー,ビーコン,スラスタ,ワンパタ,ワンクッ,シャンプー,プルシッ,バンカー,コンデン,ガラスカ,ブルクリ,アーコロ,ホログラ,コンクリ,プリシッ
1,1,1,1,4,3,5,2,3,1,1,1,1,4,2,1,10,9,1,4,2,1,1,1,2,2,4,4,2,2,1,1,2,6,1,2,2,12,9,1,1,1,2,1,5,1
