ピンシャー,ブラジャー,ツンデレ,マルチカ,エントロ,ピーカー,ピンポイ,ゲームク,コンパク,スタビラ,パーカー,カンフー,リントン,ザーポイ,ムズアップ,カーガン,プルキー,ワンピー,オンカー,ゴーグル,ポンコツ,パーキン,クルコン,キューグリ,ハッピー,ワーカー,パープラ,リンクス,コントロ,クーデレ,ヒーカッ,クラスタ,ザーマチ,エンジン,カンテラ,ポンコン,リンエン,スカウト,コンピュー,ドンパチ,ソロバン,ビーブル,デンスレ,ピードス,スラスタ,デカブツ,パンチン,ブースタ,キーワー,ドンピシャ,エンクリ,ガンシュー,ワークス,ホログラ
7,1,4,1,1,5,1,1,1,2,1,1,3,1,1,3,1,8,1,1,2,1,1,1,1,2,1,4,23,2,1,1,2,1,1,3,1,1,3,3,1,1,3,1,3,3,1,11,2,1,3,1,1,3
