キシブル,キーボー,ギーチュー,ピッチリ,ピーカー,クスプリ,ニタリン,コンパク,ワンピー,ブカメラ,ゴーグル,リーンビー,パンプス,ジャンキー,パーキン,イラプス,ピーキー,コンプリ,コントロ,ズタボロ,クラスタ,クダウン,エンゲー,カラクリ,エンジン,クルガー,スーパー,ビンエン,コンピュー,ドンパチ,オンスラ,ブラウン,ツートン,テクノロ,スラスタ,ブースタ,ワーコン,ギーシー,バンカー,コンクリ
1,5,1,1,6,1,2,2,6,1,2,1,1,1,2,21,1,2,9,1,6,4,1,1,2,3,1,2,11,1,1,1,2,1,7,8,1,1,6,2
