おどしな,めたから,つんざく,すること,うところ,たらしく,ゆるふわ,ねとから,ことはた,くっきり,しながら,けたこと,すーぱー,しなかっ,たっくん
1,1,1,3,1,1,1,1,1,1,3,1,1,2,1
