キーボー,リンペラ,パンドー,カードキ,デコピン,プスブル,ピーカー,ピンポイ,ニタリン,プリザー,パーカー,ハッキン,リンジャー,サラダボ,クスフラ,カップル,チンピラ,バシャバシ,クラシッ,フラワー,ポンコツ,キューコン,ハッピー,コンプリ,コントロ,カラコン,ジンクス,ペラグラ,ガタゴト,ベリスク,エンジン,ブラザー,ウンブリ,スーパー,クッキー,スカウト,コンピュー,ブルカー,ドンパチ,ガチャガチ,ポリシー,バカスカ,ドタバタ,タックル,ジンジャー,リーンベン,ガラクタ,ボンジュー,メラクル,ワンパタ,コンクラ,カーペッ,シャンプー,チップス,パークリ,ハッキリ,ブーメラ,ペットボ,マルゴー,トログリ,コンクリ
2,2,1,1,2,2,3,1,1,1,2,1,3,1,1,1,4,1,2,1,1,5,1,3,2,1,2,1,1,1,1,31,1,2,7,3,4,13,1,1,2,2,1,3,1,6,1,1,1,1,1,1,1,1,2,1,1,3,2,2,4
