キーボー,ピーカー,ブービー,チンピラ,リンスタ,ハッピー,ズタボロ,タップリ,チングス,キンシッ,スーパー,シーリン,テクノロ,ハッキリ,バリスタ,アーコロ,ホログラ,コンクリ
2,1,1,1,7,1,2,1,1,1,1,3,1,1,1,1,3,5
