ギーパッ,カタコト,ピッチリ,カードキ,プンスカ,スクリーン,プラカー,ハッコツ,ハッキン,パーカッ,ドスタッ,ワンピー,ブリザー,ズンカー,パチクリ,ジャンキー,ビーブー,コントロ,シナプス,カラクリ,エンジン,スーパー,ボンキュー,カーボン,スカウト,コンピュー,イジエン,ブラウン,テクノロ,ギープラ,ギープー,スラスタ,パーヒー,ブースタ,ブラコン,キーワー,スパコン,ハッキリ,クリスタ,パッカス,ガードロ,ワーアップ,ワードス,アーギス,バチバリ
10,1,2,1,1,2,4,1,9,2,2,2,1,1,1,2,1,1,4,6,19,3,1,2,1,11,1,1,3,3,3,1,1,28,1,3,1,1,3,56,4,1,294,6,1
