カタコト,キーボー,ツンデレ,コンプラ,パンピー,ピーカー,スクリーン,ピンポイ,ドタウン,パーカー,ギョロモリ,コンダク,ワーキン,ワンピー,カップル,リンピッ,ポークス,チンピラ,ポンコツ,ジャンキー,ヨロシク,テラシー,メチャクチャ,コンプリ,エンドロ,コントロ,プルジュー,カラコン,シャーペン,エンジン,スーパー,ワーポイ,ジューリン,クッキー,ペンハー,スカウト,コンピュー,ドンパチ,コンビュー,ピッチン,キーパー,クラスカ,ジンジャー,クスペン,グーグル,ハッスル,ジーパン,リーンピー,ピーキン,ヒヤリン,クスシー,チップス,カップリン,ペットボ,ワークス,ダライラ,コンクリ,ツーカー,タッパー
1,3,2,1,1,1,4,1,2,1,1,1,1,3,2,1,1,1,1,1,1,1,7,1,1,13,1,10,1,2,23,1,1,6,4,3,1,1,1,3,4,4,4,1,3,1,1,1,1,1,1,1,1,1,2,1,4,1,12
