わいわいきゃーきゃー,ぴーぴーぎゃーぎゃー,でかでかつらつら,てくてくきょろきょろ,にこにこるんるん,ぼろぼろばらばら,どきどきわくわく,ちらちらちかちか,がくがくぶるぶる
1,2,1,1,1,1,1,1,4
