ことから,わなかっ,からこち,からふら,すべてか,ころから,つんこと,すらおい,はたいそ,しなかっ,ぶつけた,げたみし,うとする,かってく,くようだ,からこそ,するくら,かったら,ちまうん,はたじろ,ぼんくら,しとばか,ぶつけら,ちまかす,がつくり,しながら,まるぐり,すること,ぎーえん,ぱりすか,ことごと,とろうと,ころぶよ,でぶつか,がぶつか,ぶつかっ,まるとこ,けたこと,ちらから,わんばか,しっかり,うとすれ
1,3,2,1,1,1,1,1,1,1,1,1,8,1,1,2,1,1,1,1,1,1,1,1,1,8,7,9,2,1,1,1,1,1,1,1,1,1,1,5,1,3
