ワイザー,ブカメラ,カリカチ,ボンクラ,バシャバシ,ガチャガチ,ドロシー,ハッキリ,デコボコ,ペットボ,スカウン,メラアプ
1,2,1,1,1,1,2,7,2,7,57,1
