フラフラ,ケタケタ,カラカラ,ホカホカ,フラリフラリ,パンパン,コツコツ
['\u3000フラフラと揺られながら、細い足が踊った。'],['\u3000ケタケタと腹を抱えて笑う彼女を見ながら俺は一緒になって笑えなかった。'],['\u3000銀色のタイヤがカラカラと回り、橙の夕日を反射させていた。'],['\u3000ホカホカとした肉まんを見つめるその両目が鬱陶しくて仕方なく肉まんを半分に割った。鼻腔をくすぐる肉の匂いに頬が緩む。'],['\u3000フラリフラリと輪が揺れる。'],['\u3000水分を含んでパンパンに浮腫んだ。'],['\u3000コツコツと硬いヒールがコンクリートを打つ。']
