シャンパン,アーデン,ハッキリ,シーズン
['\u3000サンドイッチ、スコーン、様々な種類のケーキ、紅茶、レモネード、男性陣にはシャンパンと葡萄酒も用意されていて、この日のために設置されたテーブルの上にところ狭しと並んでいる。\n'],"['『あなたの理想は高過ぎる。いくら美しいからとって、アーデン家の財政状況を考えたら選り好みはしていられないのですよ』\n', '\u3000―――リンドグレーン伯爵はいばら姫ことメルヴィル侯爵令嬢、エリザベス・アーデンを金で買った。\n', '『レディ・エリザベス・アーデン』\n', '『レディ・エリザベス・アーデン』\n']",['\u3000誰に話しかけられても無愛想で、アルバートなど、ハッキリ無視されることすらあった。\n'],"['\u3000複数の会社を経営しているアルバートは、社交シーズンに関係なく月の半分を領地から離れ、都の中心部にある屋敷に滞在している。\n', '\u3000午後は午後で、訪問客の対応をしたり、家計簿を書いたり、屋敷の中を不備がないか確認して回ったり、次の社交シーズンのことや慈善活動のことを考えたり―――。\n', '\u3000社交シーズンが終わると貴族たちは自分の領地に戻り、そこで秋と冬を過ごす。\n']"
