わなかっ,てかかり,きーぼー,ひらごと,びくつか,せかけた,すーぱー,うとする,じんとく,がつけば,いそうだ,うところ,かったっ,いちゃうん,しながら,すること,がぶつか,ぶつかっ,みしめた,ことばか,ばしてく
2,1,1,1,1,1,1,1,1,3,1,1,1,1,4,1,1,1,3,1,1
