クッキー,ジンジャー,カップル,ワイガヤ,ワンシー,スカウト,アップシー,チップス,ジンギス,ブラドー,プラカー,シッポリ,ワイドシ,ペットボ,エンドロ,スーパー
3,1,1,1,1,5,1,1,1,1,1,1,1,3,1,2
