チッキシ,フラワー,ツンデレ,プルルン,ブルペコ,ブリザー,ワーアップ,クッコロ,クッゴク,デレツン,キンシッ,ズタボロ,オイシー,ドロプル,ブーメラ,ツルペタ
1,3,2,1,1,2,2,6,3,2,1,1,1,6,1,1
