ごりごり,そろそろ,おどおど,ふわふわ,もそもそ,ぼろぼろ,ぞりぞり,くすくす,どんどん,にやにや
['『王子達のらいふはごりごりと削られていきます』\n'],"['そろそろ引退しようかと思ってたのにさらに十数年気合で頑張る。\n', '\u3000殿下方、確かに酷い事なさいましたけど、反省してこんなに気遣って下さってるんですし、そろそろ許してさしあげてもいいんじゃないですかね～。\n']",['＜例＞にやにやしながら金がなくなったと言う上級貴族の子に、おどおどしながらとある人物がそのあたりにいた、と証言する下級貴族の子。\n'],['それはそれで、ふわふわとまっさらな人生を歩んで幸せになっていくとは思うんだけど…\n'],['そもそもそうされるだけの理由もございましたのに、私のささやかな悪戯をなぜそんなに気に掛けられますの？\n'],['直ぐに家人が出てきて、あちこちぼろぼろになった私の姿に驚いて、何があったかを尋ねてきましたが…\n'],['『＜身から出たさび＞によって、厚いつらの皮が、ぞりぞりと削られてゆく！』\n'],['「くすくす。ねえ、なぜ自分達がやり直そうと言っていたかお分かりですの？\n'],"['\u3000滑稽さを感じながらも、心はどんどん冷えていきます。\n', '［王子達のSAN値（正気度ぱらめーたー）がどんどん削られていく！］\n']",['＜例＞にやにやしながら金がなくなったと言う上級貴族の子に、おどおどしながらとある人物がそのあたりにいた、と証言する下級貴族の子。\n']
