ワンピー,スカウト,カーンカー,ポンコツ,ガタンゴトン,バシャバシ,ツンカツ,コロンコロ,ジリスク,ゴードン,ガタコト,マルスー
9,1,3,1,1,1,2,1,33,1,1,6
