クッキー,バンキン,コンクリ,エンジン,ボーカリ,メリカン,コンクー,キーパー,クラシッ,カランカラ,ピッキン,リンスタ,シャンプー,ペットボ,アーバン,スーパー,カンモク,ハードロ
4,3,4,4,5,2,12,5,5,1,1,1,1,1,1,1,2,1
