ツンツン,トントン,バチバチ,パンパン,バタバタ
['\u3000ツンツンとした反駁が飛ぶ。\n'],['\u3000メアリはトントンと指でこめかみを叩き、考えを整理していく。\n'],['\u3000二人の視線が交わる空中で、バチバチと火花が散っているようだった。\n'],['\u3000メアリはパンパンと手を叩いて場を鎮めるた。\n'],['\u3000つい先程まで肩を並べて戦っていた戦友が、バタバタと倒れていった。\n']
