バカバカ,ドロドロ
['「どうしてそんなことするの！他に方法があったでしょ！私たち仲間じゃない！何で自分が傷つくのはいいなんて考え出来るのよ！相談してよ！頼ってよ！バカバカバカァ！！！！」\n'],['\u3000私は心の中のドロドロしたものを吐き出すように何度も深呼吸をし、冷静を取り戻すと、ぽふんと今なお眠るナルメスの胸に頭を乗せて、感謝の言葉を告げます。\n']
