グリグリ,パラパラ,ゴテゴテ,ニヤニヤ
['\u3000その一国の王妃にしては狭い部屋で、エリザベートは細い指でグリグリと眉間を揉みほぐした。いままで様々なことを我慢してきたが、今回のコレはその限界を超える要求であったのである。\n'],['\u3000さまざまな紙に書かれてあるものの、すべて辞表なのはすぐに判った。パラパラとめくっていくと侍従長、侍女長、メイド長の辞表もある。ざっと百枚近くはあるだろうか。\n'],['\u3000ゴテゴテと花やフリルで飾り付けられた赤やピンクのドレスたちの中で、一際目を引く薄緑色のシンプルなデザインを提案したトラル。それも当たり前だろう。彼のドレスは身につける人物が違ったのだから。\n'],['\u3000こちらは更に怒気を強めたエリザベートに驚く一同。今までこんなに感情を顕わにした王妃を見た者はいなかったのだ。だが騎士団長は堪えた様子もなくニヤニヤと笑いながら言い訳した。\n']
