クックッ,バラバラ,ボロボロ,ガラガラ,サラサラ,ドロドロ,ギリギリ,ガクガク,ビクビク,ニヤニヤ
['『クックックッ。｜勇者《あいつ》の姿を見たと同時に随分と余裕がなくなったじゃねぇか？ まぁ、気持ちはわからなくもないが、激情に任せて殺っちまうより、冷静に、坦々と殺る方が記憶が残る分、復讐の実感は残ると思うぜ？ ようやくお前の復讐が叶うんだ。もっと楽しめよ、アイン』\n'],['傷一つないように見える｜死体《もの》もあれば、引き千切られてバラバラになった｜死体《もの》もある。\n'],"['そう言いながら、ヴァルネロはボロボロになった鎧を脱ぎ捨てた。\n', '重厚な鎧はボロボロだが、ヴァルネロの身体には傷一つ付いていない。\n']","['〝ドゴオオォォンッ！！ ガラガラガラガラ━━━〟\n', '〝ドゴオオォォンッ！！ ガラガラガラガラ━━━〟\n']",['負けるつもりはサラサラないがな。\n'],['しかし｜勇者《クソ野郎》の姿が視界に入るだけで、汚泥のような、ドロドロした憎悪の感情が侵食してくる。\n'],['｜勇者《クソ野郎》の仲間扱いされた怒りをギリギリの所で抑え込み、淡々と手刀を突き刺してダメージを与えていくついでに、ヴァルネロにやった時の様に自分の魔力も撃ち込んでいく。\n'],['次第にヴェルセウスの瞳は恐怖に揺れ動き、滴り落ちる唾液を気にする事すら忘れ、その巨大な身体をガクガクと震わせ始めた。\n'],['大した抵抗も感じず、親熊の頭部を貫通した手刀を引き抜くと、どうやら脳へと繋がる神経を丸ごと抉っていたらしく、その場で倒れ込み、ビクビクと痙攣した後、動かなくなった。\n'],['奴は追撃を止めた俺に、ニヤニヤと胸糞悪くなる笑みを向けてきた。\n']
