つんつん,ころころ,ばちばち,ぼそぼそ,ぐしゃぐしゃ,とんとん,ばたばた,ぱちぱち,うんうん,きびきび,がらがら,げらげら,くすくす,くつくつ,にこにこ,ぱんぱん,ぐるぐる
['\u3000つんつんとした反駁が飛ぶ。\n'],"['\u3000ころころとした笑い声と共に、めありに流し目が送られてくる。\n', '\u3000ある者はつんと澄まし、あるいはころころと笑い、挑むように睨み……五者五様の反応を返すが、めありの宣言に反対するものはいない。\n']",['\u3000二人の視線が交わる空中で、ばちばちと火花が散っているようだった。\n'],['\u3000ぼそぼそと呟かれる声音からは、その対象……王子への隠す気もない嘲弄の響きが感じられた。\n'],['\u3000男は泣いていた。怒りと恐れ、王への憎悪で顔がぐしゃぐしゃになっている。\n'],['\u3000めありはとんとんと指でこめかみを叩き、考えを整理していく。\n'],['\u3000つい先程まで肩を並べて戦っていた戦友が、ばたばたと倒れていった。\n'],['\u3000ぱちぱちぱち。\n'],"['\u3000うんうんとうなずく少女を見て、めありは突っ伏した。\n', '\u3000めありが呟くとうんうんという同意が令嬢たちから返ってくる。\n']",['\u3000きびきびと確認をとる。\n'],['\u3000がらがらとした声が響き渡った。\n'],['\u3000おーるあん軍の兵士は、敵兵がげらげらと笑いながら、仲間に斬りかかっていくのを見る。\n'],['\u3000くすくすと笑いながら、甘ったるい声が響く。\n'],"['\u3000後でこき使ってやる。めありは決意した――と、同時にくつくつと自分の喉が鳴るのに気づく。\n', '\u3000くつくつと喉から音が漏れる。\n', '\u3000そこから一転し、くつくつと笑うと、礼を返して場を去って行く。\n']",['\u3000白薔薇の席。銀の髪と翡翠色の瞳の少女がにこにこと笑っている。\n'],['\u3000めありはぱんぱんと手を叩いて場を鎮めるた。\n'],['\u3000怯えていた兵士は次々と出てくる指示の内容になんとか答えようとして、目をぐるぐると回していた。\n']
