コントロ,ピンポー,トンバカ,リンピッ,ドストロ,ジャンピン,ブンクリ
"['美穗はパワーで茜はコントロール。\n', '「相手の佐藤選手はパワーファイターだった。\u3000一つ一つの球が速くてスマッシュなんかは多分ものすごく速いんだと思う。\u3000それでいてコントロールがものすごく正確だった。」\n']",['双葉がそうつぶやくとタイミング良く、ピンポーンと家のチャイムが鳴った。\n'],['同姓同名のバドミントンバカより\n'],['それから現代までバドミントンは愛され続け、スポーツの祭典であるオリンピックにも何度か競技として選ばれたこともあるぐらいだ。\n'],['これ以外にも基本的な姿勢のオーバーヘッドストロークなどもありますが\n'],"['このスマッシュをジャンプしながら打つのが、ジャンピングスマッシュと言われる打ち方です。\n', 'ジャンピングスマッシュは最速のスマッシュを打つための打ち方ですが跳躍運動が必要になり、足や体全体に負担がかかりやすくなります。\u3000そのため怪我もしやすくなるので注意が必要です。\n']",['ドリブンクリアは高さでいうとハイクリアやクリアよりも低い弾道の打ち方です。名前をあえて分けていますが、ハイクリアと同じ種類に属しています。\n']
