クルパー,デコピン,ピーカー,クラスポ,コンクー,ゴチャゴチ,キンチャキ,カーペッ,ハッキリ,ポーカー,ワイトボ,スクリーン
3,35,2,7,1,1,1,1,1,17,29,32
