クッキー,ソロリコン,ワンピー,ボリスポ,キーボー,カップル,チンピラ,ツンデレ,コンクリ,ジーパン,エンジン,ゴーグル,シーピー,リンガー,ワンパン,コンクー,ニコチン,クラシッ,パチャパチ,コンプリ,オタマジ,ウンワー,キーワー,ビーチク,ハッキリ,クンビク,カタコト,コントロ,シャンプー,ヒーカッ,ポーカー,スーツケ,ペットボ,トンズラ,ワイトボ,スーパー,ジープラ,バカヒー
1,1,4,1,3,2,2,1,1,1,1,5,1,1,1,2,1,1,2,1,3,1,3,3,19,1,1,1,5,1,1,6,9,1,4,6,1,1
