キーボー,コンクリ,ピングサ,シーフー,ブラジャー,ガンシュー,ハッキリ,シャンプー,ペットボ,パーカー,コンピュー,ブラウン,スーパー,プルキー,スクリーン
1,2,1,1,2,1,1,1,2,3,2,1,4,1,1
