わなかっ,くること,くるなよ,かりする,くらいそ,ことすら,ふんぞり,のたしな,がりから,ちんぴら,めたばか,もそうだ,うかすら,もそこそ,しなかっ,うとする,からこそ,はっきり,うところ,よろしく,しながら,すること,ことごと,からもご,ぶつもり,ふかぶか,うとばか
1,2,1,1,1,1,2,2,1,1,1,1,1,1,4,3,4,2,1,1,9,7,1,1,1,1,1
