ピッドシャ,カップル,スカウト,ムンクル,ワンパタ,タッカー,ワンタッ,カタコン,パープル,ワーアップ,スカベン,グスピリ,カタコト,カタブツ,コントロ,コンスタ,シーポー,スパイラ,スーパー,コッチク,ピンポイ,ブーメラ,トロピカ,ソロパー
4,2,1,20,1,1,1,1,1,1,3,3,2,1,2,1,2,8,1,1,1,15,1,1
