コンパク,スカウト,カントク,チンピラ,ツーシー,ワーガミ,ワーノオ,バンチュー,ポーツラ,ピッチン,ウカヨロ,ピンポン,ワンポイ,リンスタ,カットボ,キーポイ,グラウン,クスクリ,ハッキリ,シーズン,デングラ,コントロ,ポーカー,グスピー,コンスタ,カラガミ,ペットボ,ワイトボ,スーパー,ブルペン
1,7,10,5,2,1,1,1,1,6,2,1,5,1,4,1,62,2,1,71,1,7,1,1,1,1,3,1,1,4
