ポツリポツ,トコトン,カーペッ,カッチリ
['\u3000空を仰ぐとポツリポツリと燃えるような紅色の花が身をつけてあちらこちらにその顔を見せては笑っている。\n'],['\u30002人ともスイッチが入るとトコトンまでやる性格のようで、皇子の迎えが来るまで毎夜特訓は続いた。\n'],['\u3000そのよくわからない何かを、床と同系色のカーペットが引かれた場所へと降ろすと次に私をベッドからその場へと運んだ。\n'],['\u3000本に印刷してある文字のようなカッチリキッチリとした字はおそらくミーランの文字だろう。\n']
