ヒョロヒョロ,カサカサ,マジマジ,ボロボロ,ニコニコ,グリグリ,メキメキ,ワクワク,ブンブン,オズオズ,ハラハラ
['\u3000それからノアはメキメキと回復していった。ヒョロヒョロとした手足は相変わらずで、体は雲のように軽いけど、顔色はずいぶんと良くなって、自分で水浴びができるまになった。'],['\u3000カサカサに乾いた唇が、微かに動いた。'],"['\u3000祖母はベッドに近づいて、マジマジと卵の殻を見た。そして大きくため息をつく。', '\u3000祖母が口をあんぐりと開けて、マジマジとノアを見た。']",['\u3000ボロボロの板の戸を開ける。平屋の小さな家。'],['\u3000ノアはニコニコと笑って、羽根をばたつかせた。'],['\u3000そう聞けば、ノアはグリグリと額を僕に押し付けた。'],['\u3000それからノアはメキメキと回復していった。ヒョロヒョロとした手足は相変わらずで、体は雲のように軽いけど、顔色はずいぶんと良くなって、自分で水浴びができるまになった。'],['\u3000黒い卵にヒビが入る。僕らはそれをワクワクとして見つめる。'],['\u3000そういえば、ノアはブンブンと頭を振った。かわいいじゃダメなのかな？\u3000カッコいいかな？\u3000でも、可愛いのだから仕方がない。'],['\u3000鳥人の雛はじっと僕の顔を見て、オズオズと花籠に手を伸ばした。僕はそのまま、花籠を渡すと、籠を胸に抱いて頭を深く下げた。'],['\u3000ノアはハラハラと涙を流しながら、僕の手を取った。そして、痛そうに顔を歪めたと思ったら、ノアの翼が背中から消えた。']
