クッキー,ワンピー,カップル,スカウト,グースカ,チョコチッ,アーエン,ハッピー,アーボー,タッカー,ポートコ,ジーヒュー,ジャンピン,ハッキリ,ワンシク,マルガー,スーパー,クスプラ,メタトロ,デカチチ
4,1,1,1,2,2,2,17,2,2,10,1,1,8,7,1,13,1,1,1
