ガヤガヤ,ニヤニヤ,ポンポン
['\u3000 ドアの向こうからガヤガヤとクラスメイトたちの話す声が聞こえる。'],['\u3000 光輝の言葉にハッとなりお尻のあたりを抑える。委員長はそんな俺の行動をニヤニヤとして見ていた。'],['「膝ポンポンすんなし。俺は自分の席で授業を受けるから」']
