ガーパー,ワンピー,キーボー,スカウト,バンドサ,チンピラ,ムズアップ,パンチラ,ベンジー,ピーカー,ヒヤリン,ビーピー,ジャーバン,ワンツー,グーグル,ブラジャー,ピッキン,ガーデン,バントボ,ボロカス,チリペッ,ハッキリ,ジーオズ,ブツアー,カタコト,シャンプー,キンシッ,コンスタ,スーツケ,ブーンブー,アーバン,パーカー,スタジャン,グスクー,パンプス,スーパー,タッピン,キャッチー,ハードロ,カートコ,パーカッ
12,8,1,1,2,1,5,1,1,4,1,1,1,1,3,1,3,2,1,1,1,1,2,7,1,2,1,1,3,1,2,5,1,1,2,2,4,5,1,2,1
