シーピッ,コンパク,スカウト,ムズアップ,コンクリ,ツーシー,シュートボ,ピーカー,ザービー,ベンカー,ピッチン,プススタ,カットボ,ジーゴロ,グラウン,クスクリ,ドンピシ,シーズン,デングラ,ジャングル,キーパン,コントロ,ヒーカッ,ペットボ,ボカスカ,ブルペン
1,1,4,2,1,2,1,1,1,1,17,1,6,1,24,6,3,49,1,1,1,3,1,2,2,59
