どろどろ,ぬけぬけ,ばかばか
['\u3000私は心の中のどろどろしたものを吐き出すように何度も深呼吸をし、冷静を取り戻すと、ぽふんと今なお眠るなるめすの胸に頭を乗せて、感謝の言葉を告げます。\n'],['\u3000つまり、妹の命を賭けて作った幸せになれる機会を無視して、仲間を利用し、騙し、実質何もしていない男を憂さ晴らしで喜んで痛め付けて、殺人という大罪を犯しても罪悪感を覚えず、みんなのためでしたとぬけぬけと責任転嫁な言い訳をする女。それが今の私である。\n'],['「どうしてそんなことするの！他に方法があったでしょ！私たち仲間じゃない！何で自分が傷つくのはいいなんて考え出来るのよ！相談してよ！頼ってよ！ばかばかばかぁ！！！！」\n']
