ブラザー,クッキー,ガタゴト,カップル,ヘタウマ,ピッチカ,シャーペン,コンパク,プリクラ,ガンチラ,ツンデレ,リンピッ,クスソロ,ワイイラ,キンキラ,クスパー,ジーパン,エンジン,コテンパン,ビクオド,チョコチッ,ピーカー,トンガリ,ガランガラ,ポンコツ,コンクー,ポーツカ,カップラ,ゴチャゴチ,ハッピー,タッカー,ジャンパー,ピッチン,クラシッ,バリサク,ワンツー,ピリオド,ガンバリ,ジングル,クーリン,クンバン,ブラジャー,ビシバシ,ナミクス,パープル,チュンクッ,カーペッ,エングリ,クラサク,カンキン,ガチャガチ,ドタバタ,クリアー,カンドタ,ヒーチョコ,グラウン,クリコン,トンチン,ドンピシ,チンドン,コンチク,ピッコロ,シーズン,ワーハラ,デコボコ,ペッパー,カタコト,カタブツ,コントロ,ガンジー,バリトン,ヒーカッ,キンシッ,メチャクチャ,スーダラ,スーツケ,ズタボロ,ペットボ,ブツクサ,クダウン,ルンパー,シーシャン,パーカー,ブラバン,ワイトボ,ドサクサ,スパイラ,スーパー,グスカー,スタシー,ジンクス,コンプラ,ハードロ,トンタッ,パーカッ
3,13,1,2,1,2,4,1,11,1,33,1,2,1,2,4,1,3,2,1,1,7,2,1,1,404,2,3,1,2,1,2,1,2,3,4,1,1,1,1,15,3,3,1,11,6,1,1,1,2,3,5,1,1,2,10,1,2,1,11,1,5,6,1,1,1,3,3,1,1,78,2,1,2,3,1,1,5,1,2,5,1,1,1,5,2,1,8,10,1,3,1,1,3,11
