バンザー,ワークラ,スカウト,ベリオン,コンクリ,エンジン,デコピン,ボチャスー,カラパカ,クルフー,チンチクリ,ガサゴソ,ビシバシ,カーペッ,タックル,カチコチ,シーズン,ワンクッ,コントロ,ヒーカッ,パーカー,スーパー,グスカー
1,1,1,1,1,2,1,1,1,9,1,2,1,1,3,1,1,1,5,1,116,1,1
