クッキー,ポンポコ,デコピン,ピーカー,トコトン,コツンコツ,ジープリン,ブラジャー,タックル,ドタバタ,キーワー,プンスカ,タッパー,スーパー,ジンクス
14,1,1,3,1,1,3,1,1,2,1,1,8,1,1
