こっから,わなかっ,ちーする,のおばちゃ,しないじ,くるから,くること,ことがさ,かりちら,ごろから,ころから,ちくする,するから,まるから,べたこと,からこん,けたとこ,いちゃうか,かっすか,るんすか,とんかつ,からうろ,すかうと,こっちか,ひんとく,もそうだ,はーどか,のしかた,たっぽい,くんから,いちゃうよ,べたから,きしてく,めたから,くんのお,しとけば,すーぱー,うとする,ぼんぐら,たっすか,わーくっ,かってく,かつくる,くるくら,くんすか,たったら,しゃんぷー,ぽりする,おどしな,でかかっ,するじゃん,ころじー,だらしな,たっぷり,えんとこ,するくら,かったら,こんくり,のおばさ,かっちー,とんがり,からする,くるとこ,うところ,ぺっとぼ,しなくっ,めたとこ,よろしく,ことする,かっこつ,かったっ,めちゃうん,しながら,すること,こんぴゅー,がらひく,からすれ,がらにこ,けたころ,うとじゃん,めたこと,ちんする,ごくぬる,ぽりてく,わーくだ,ふんどし,ぴんとこ,げーむん,うだから,ぶつかっ,すいから,たらこん,べちゃうか,くりする,さらこん,ことばか,わないじ,ぐだから,でかぴか,げたとこ,いらする,てくるん,びしてく,きしかん,ぶんはき,からかっ,しっかり,くだから,ことくら,しとくね
1,3,1,3,1,2,1,1,1,1,1,1,6,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,1,1,3,8,1,1,1,3,1,1,1,1,1,2,1,1,1,1,3,2,1,2,1,8,1,2,1,1,2,6,2,2,4,1,14,11,3,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,6,1,1,1,1,2,1,3,1
