バンザー,キューピッ,カラクリ,スカウト,ツンデレ,コツンコツ,カードキ,ボンキュッ,カーペッ,チンゲー,ガチャガチ,グラウン,キーワー,バングル,テラピー,ブーメラ
1,1,4,1,13,1,2,1,2,1,1,1,2,2,1,2
