ワンピー,ポージン,ツンデレ,コンクリ,ゲークリ,プンオタ,ゲームク,カラコロ,ツングー,ホカメラ,ピンポー,ガラクタ,ボンクラ,コンプリ,ドタバタ,プンテラ,キーワー,ハッキリ,カップリ,クンビク,ジャングル,ピーキー,マルエン,スクリーン
2,1,3,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1
