ずたぼろ,かってく,うとする,がりでか,わんばか,くるから,いじめら,わなかっ,からこそ,こっちか
['「姉が６歳の時にその母も亡くなりました。父方の親戚に命じられた悪漢に、それはもうずたぼろに殺されたのです。理由は、母と浮気していた父が離婚されて、蓮寺家と縁が切れるのを恐れたため。蓮寺家は父を『どうでもいいもの』として浮気も気にしてなかったので、思い込みと勘違いによる、完全な無駄死にですが。この勘違い加減はさすが血縁ですね」'],['「蓮寺家の決まりなんだ、わかってくれ」'],"['さっさと去ろうとするお嬢様に、馬鹿な姉は噛み付く。', 'とか言って抱きしめてこようとする。それは、ひょいっとかわす。勘違いが痛々しい。', 'どこまでも伊音お嬢様を悪者にしようとする根性、すごいと思う。でも現実は見よう。', '「挙句の果てには、こんな衆人環視で多くの男を侍らせてお嬢様に濡れ衣を着せようとする始末。恥知らずにもほどがあります」', '一礼して、その場から去ろうとする。']",['会長と副会長は声を上げた。会計と書記も呆然として、顧問は信じたくないのか首を振ってへたりこむ。顧問、ろりこんの汚名は蓮寺との繋がりでかばーできるとでも思っていたのか。'],['渋々と言わんばかりの姉をなんとか黙らせて、めいど修業を始めた。'],['「那月。私もう帰るわ。このお花畑に色々現実教えてやってね。この男との婚約を白紙撤回してくるから」'],['「あの子たちと一緒にいたら、君がいじめられるかもしれないから離してるんだよ。わかってね」'],['驚いてわたわたしてるけど、誰も助けてくれないって。姉がまさか黒金様の顔を知らないとは思わなかった。最初から彼が来れば長々喋って、姉の妄想を証明する必要はなかったかもしれない。'],['すっきりしてるんだ。私は晴れの日だからこそ綺麗な気持ちで迎えたかった。'],['思わず本音がもれちゃった。姉はぽかんとしているけど、こっちからしたら姉の考え方の方がぽかんなんだけど。']
