カーボー,ハッスル,ワンピー,コンパク,カンフー,コンクリ,エンジン,ゴーグル,ポンコツ,ジークン,ゲームク,クラグー,コンギス,テクノロ,ガンプラ,キーパー,シックリ,グリプス,コンゲー,ワーアップ,バリアー,ビームラ,ドタバタ,ボンビー,ピッコロ,シーズン,キークラ,クリリン,タッキー,ビーガン,コンピュー,キーオン,スパイラ,スーパー,ブーメラ,ブラスタ
1,1,2,1,2,1,8,3,2,1,1,1,4,1,4,1,1,3,1,3,1,2,1,1,3,3,2,2,1,1,2,1,1,10,1,8
