ギスギス,ドロドロ,ハラハラ
['\u3000その頃の宮中は、ルーファス殿下の皇太子就任が決まったことで、保守派のロザムンド皇太后が革新派であるテレサ妃を押し退けて勢力を強めており、まるで戦時中のようなギスギスした雰囲気だったと聞いています。\n'],"['「あら、貴族では敵対する女性を貶める一般的な常套句ではありませんの？\u3000私、宮中のドロドロ愛憎劇物語が大好きなのですけれど」\n', '\u3000エマの言う宮中ドロドロ愛憎劇物語とは、田舎出身の中位貴族の女性が結婚を機に宮廷にやってきて、様々な困難を乗り越えていく大人気シリーズです。その中には〝泥棒猫〟のように、主人公を虐める宮廷夫人たちから繰り出される印象的な罵倒がたくさん載っており、その凄まじさは読む側が身悶えるほどで、それがまた人気の秘密でもあります。\n']",['「ええ。典型的な肉食系というやつですね。他人のものに目がなくて欲望に忠実なくせに、策を巡らせても詰めが甘く、嘘をついてもすぐに破綻。複数の相手の捌き方や餌の撒き方使い方、味方を広げるのも下手で、情報統制も敵の攻略法も子どもの浅知恵レベル。見ていてこちらがハラハラするくらい、お馬鹿でかわいいと思いませんでした？」\n']
