ギリギリ,キラキラ
['その側近はギリギリしてるし、'],['王子も唖然としている。いくら第三王子とはいえ、知らないことはないだろう、この目立つキラキラな容姿の男。逆に何故知らないのマリエ公爵令嬢。']
