びりびり,どんどん,ごわごわ
['判断基準は舌によって行われ、びりびりしないかどうかが判断基準だったそうです。\n'],['この巨大な桶を作れる職人さんはどんどん失われ、現在では日本でも数名だとか。悲しい話です。\n'],['ただし、この方法では紙はごわごわです。\n']
