パクパク,ヘトヘト,コトコト,クツクツ,ワクワク
['パクパク、もぐもぐ、ゴックン。\n'],['こちとら仕事終わりで、ヘトヘトなんだよ。\n'],['後はフタをして強火の中火でコトコト煮込むだけとなる。点火‼︎\n'],['クツクツと煮汁が飴状になってきた。鍋を振るいながらカボチャに絡めてゆく。ほぼ水分が飛んだところで火を消して皿に盛りつけた。\n'],['おら、ワクワクしてきたゾ。\n']
