トンコン,アースク,アーコン,プルスラ,クリスタ,カリプス,マジシャン,クーリン,ブリザー,アードー,ザーコン,プリンクル,プリズン,ヒーリン,ワースラ,ジリスク,ザーアー,コントロ,エンドブ,スパイラ,スーパー,クスオン,ポイズン,クラスタ,ブラスタ,ブルスラ
1,1,1,2,1,1,3,1,1,1,1,1,2,2,1,1,1,3,1,2,2,2,1,2,1,1
