ことする,ちらこち,もそこそ,はっきり,しなかっ
"['「私がそんなことするわけないじゃない」', '「な、なんでそんなことするんだよっ」']",['\u3000私用の鍵を使ってどあを開けてみれば、あちらこちらに脱ぎ捨てられていた男物と女物の服、そして下着。'],['\u3000亨は見た目いい男だし？仕事もそこそこできるし？'],['「この際だから、はっきり言いましょうよ、亨さん」'],['\u3000私だって、まあ、そんな亨に『好きだ』って言われたら悪い気はしなかった。']
