ムンムン,ブルブル,ガクガク,コツコツ
['\u3000見た目は青い髪をショートボブにしていて、色気ムンムンのエッチなお姉さん。\u3000性格は思わせ振りな態度をする小悪魔的な一面を持ち、エルと比較しても策士と言える。\n'],['？？（（（（ガクガクブルブル））））\n'],['？？（（（（ガクガクブルブル））））\n'],['\u3000元々は生産職寄りの性格で、単純作業や地道な作業を繰り返すことが苦でないため、十五年のゲーム歴で単身でコツコツとプレイして宇宙要塞まで建造した、引きこもり系廃人プレイヤー。\n']
