いらしく,どたどし,するから,しくしな,べたかっ,うかめり,もそうだ,せかけた,しなかっ,うとする,てかめり,たっぷり,からもお,おいたら,しながら,たらしく,からけら
1,1,2,1,1,1,1,1,3,2,2,1,1,1,1,1,1
