カーボー,ワンピー,カップル,プリクラ,コンクリ,エンジン,ビーボー,クスクラ,ポンコツ,パチクリ,ワーバラ,ハッピー,キングタ,ガサゴソ,ガンドン,マジシャン,ガチャガチ,プラカー,カーバン,デコボコ,ジャングル,ヒーカッ,ペットボ,パーカー,エンドロ,グーパー,グスカー,ザーボー,カーチッ
1,3,1,1,5,3,1,1,5,1,1,1,1,2,1,1,1,4,1,3,1,2,11,3,1,2,5,1,1
