ポリシー,スープカリ
['さすがに気持ちよくなりたいからと敵もいないのに変身するのはダメだと思う。僕のポリシー的な問題だ。変身するのはあくまでも敵と戦うときだけだと決めているんだ。\n'],"['「スープカリー専門店―natukasi―」この裏路地にお店を構えていて、こんなに普通の名前は逆に怪しい。今日はここにしようかしら。\n', '\u3000作ったのは「懐かしのスープカリー」一番レシピが簡単そうで、美味しそうな写真が載っていたから。\n']"
