ちょくちょく,ぽちぽち,ざわざわ
['結果、投稿直後は新着欄からちょくちょく読んでくれる方がいらっしゃるのじゃが、そのうち誰も読んでくれなくなるのじゃ……。まあ、わしは短編めいんだから仕方ない部分はあるがの。'],['ぽいんと評価をぽちぽちっと、してくれんかのう……？'],['わざわざわしの小説を読みにきてくれた読者様方。']
