そろそろ,ずんずん,ぼろぼろ
"['\u3000そこで、もうそろそろ頑張らなくてもいいかな、と思ったけど。', '\u3000そろそろ結婚を考えてもいい時期かもしれない。仕事は忙しいが充実しているし、忙殺されていると言うほどでもない。過去の『ぼく』に胸を張れるような、幸せな家庭を築きたいところだ――']",['\u3000ふんす、と鼻を鳴らしたおれは、ずんずんと『ぼく』に近づいていく。'],['\u3000――尤も、貧乏を極端に恐れるがため、見えないところでの倹約が身に沁みついてしまったのは玉に瑕だが。今日も今日とて寝巻き代わりに使っている、使い古したぼろぼろのじゃーじを撫でて、おれはひとり苦笑した。']
