コンスル,ピースカ,ワンピー,ワンシー,フラワー,クスピン,スカウト,グースカ,ワーヒー,ポリシー,チンピラ,カンベン,チーズバ,コンクリ,シーチリ,エンジン,コテンパン,ビーチチ,ピードス,ピーカー,ゴーグル,メリカン,ノタウロ,クルガー,ワーバラ,カップラ,クリスタ,ハッピー,ビードー,テクノロ,ビーチリ,タッチャブ,ピンカー,カードキ,ムズスク,ブースタ,ウジャウジ,ハードス,スクワー,バシャバシ,ヒースタ,スラスタ,ガーデン,ギークリ,プリンクラ,グラウン,パラシュー,ヒーリン,ホログラ,ハッキリ,シーズン,ジャングル,コントロ,シャンプー,キーグラ,ゴードン,ポーカー,メチャクチャ,プルプラ,ワイドシ,ズタボロ,ビショビシ,ブツクサ,スカウン,コンピュー,スーパー,ピンポイ,トンブリ,キャッチー,ニタグラ,ブラスタ,スクリーン,パーカッ
1,1,2,1,2,1,1,1,2,1,3,6,1,6,1,3,1,2,1,4,3,8,1,3,4,1,26,2,1,19,1,1,1,2,2,4,2,1,4,1,1,28,3,2,4,3,2,2,1,1,1,2,26,1,1,9,1,3,22,1,2,1,1,1,1,3,1,4,1,1,13,4,1
