クッキー,ハッスル,キーボー,カップル,スカウト,チンピラ,ムズアップ,ツンデレ,コンクリ,エンジン,クーデレ,キャッチン,ギリクラ,ポンコツ,リングタ,ピリオド,マジカッ,ジューリン,スクワー,ブラジャー,ドタバタ,チンワー,ハッキリ,オンボロ,ワンクッ,パッチリ,ペッパー,ブラコン,コントロ,タッパー,パシャパシ,キンシッ,ツーピー,キャッパー,ペットボ,ピードボ,スカウン,パーカー,コンピュー,ブラウン,スーパー,グスカー,コンプラ,ブルシュー,スクリーン
3,1,2,13,18,2,2,6,4,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,2,2,1,23,7,4,1,17,1,15,3,1,1,7,41,3,7,4,2,1,2
