ジャーシー,カップル,ジーパン,エンジン,ビクオド,ザービー,ハラギリ,ゴチャゴチ,マジシャン,ピンポン,ブリザー,カーペッ,タッパタ,オドソワ,シッカリ,ハッキリ,オドビク,デコボコ,タッパー,ペットボ,スーパー,クスカー,ワイパー
2,1,5,1,2,1,2,2,1,1,1,3,2,1,3,7,1,2,5,6,1,5,1
