でかでか,じりじり,わくわく
['\u3000でかでかと書かれた『PANDORA』という看板の文字をぱんどらと呼ぶ事を知ったのも、その店の中がこんなにも素敵なもので溢れている事を知ったのもつい最近の事だった。'],['\u3000僕は自転車にまたがりお日様の下を走り出した。風は気持ち良かったけど、それでもじりじりと肌が焼き上がっていくほど熱い日差しだった。'],['\u3000自由な僕は、わくわくを胸に店の中を歩き始めた。']
