クッキー,ワンピー,カップル,ワクチン,ツンデレ,ジーパン,デコピン,メリカン,ムンプス,ハッピー,ブラジャー,キーゲー,グラウン,ハッキリ,オンボロ,ブラコン,コントロ,ペットボ,シーポー,ブラウン,パンプス,スーパー
6,6,4,2,6,2,1,2,1,1,5,3,1,1,2,26,1,1,1,1,1,2
