バリスタ,スカウト,クスカリ,アームズ,バタリオン,ノタウロ,キンハー,ガンシッ,コンケラ,キーパー,ボーリン,カラドボ,コンパー,カタクラ,シャーリーン,ガサスラ,プークス,ブービー,ドンパチ,フラフー,クラウン,チンカラ,スーパー,ブーメラ
1,2,3,3,3,1,1,2,1,1,2,1,2,5,2,1,1,1,1,1,1,2,1,1
